"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3050940,"October 19, 2024",Mississippi,Lexington,"24904 MS-17",3,8,0,0,0,N/A
3047186,"October 14, 2024",Michigan,Detroit,"Haverhill St and Southampton St",1,3,0,0,0,N/A
3047310,"October 12, 2024",Georgia,Elberton,"Evergreen Dr",1,7,0,0,8,N/A
3045998,"October 12, 2024",Tennessee,Nashville,"Jefferson St and 27th Ave",0,7,1,2,4,N/A
3045675,"October 12, 2024",Oklahoma,"Oklahoma City","5878 S Agnew Ave",1,11,0,3,3,N/A
3046124,"October 12, 2024",Ohio,"Cleveland (East Cleveland)","15449 Euclid Ave",1,4,0,0,0,N/A
3046477,"October 11, 2024","South Carolina",Newberry,"1400 block of Martin St",0,4,0,0,0,N/A
3044413,"October 9, 2024",Missouri,"Kansas City","315 Westport Rd",0,4,0,1,1,N/A
3041753,"October 6, 2024",Texas,"Fort Worth","100 block of NW 24th St",1,5,0,0,1,N/A
3041259,"October 5, 2024",Oklahoma,"Oklahoma City","208 Johnny Bench Dr",0,4,0,0,3,N/A
3040192,"October 4, 2024",California,Redding,"6438 Westside Rd",2,3,0,0,1,N/A
3037386,"September 29, 2024",Georgia,Atlanta,"2500 block of Gresham Rd",1,3,0,0,0,N/A
3036427,"September 29, 2024",Virginia,Danville,"510 Spring St",1,3,0,0,1,N/A
3037002,"September 28, 2024","North Carolina",Henderson,"1110 S Garnett St",0,5,0,0,0,N/A
3036055,"September 28, 2024","District of Columbia",Washington,"2700 block of Langston Pl SE",1,3,0,0,0,N/A
3037040,"September 27, 2024","South Carolina",Woodruff,"115 Griffin Rd",3,1,0,0,0,N/A
3034398,"September 26, 2024",Illinois,Chicago,"4255 N Knox Ave",0,4,0,0,0,N/A
3033981,"September 25, 2024",California,"Los Angeles","449 W 74th St",0,6,0,0,4,N/A
3030531,"September 21, 2024",Alabama,Birmingham,"2012 Magnolia Ave",4,17,0,0,1,N/A
3029992,"September 21, 2024",Minnesota,Minneapolis,"10 S 5th St",2,3,0,0,0,N/A
3030144,"September 21, 2024","New York",Brooklyn,"Cherry St and Stewart Ave",0,6,0,0,0,N/A
3030222,"September 21, 2024",Arizona,Phoenix,"N 16th St and E Van Buren St",1,3,0,0,1,N/A
3030761,"September 21, 2024",Illinois,Chicago,"2500 block of S Spaulding Ave",1,6,0,0,0,N/A
3029865,"September 20, 2024",Pennsylvania,Philadelphia,"6527 Woodland Ave",1,3,0,0,0,N/A
3027605,"September 18, 2024",Missouri,"Saint Louis","5000 block of Kensington Ave",3,1,0,0,0,N/A
3026197,"September 16, 2024",Illinois,Chicago,"1500 W 51st St",0,4,0,0,0,N/A
3025439,"September 15, 2024",Missouri,Florissant,"2200 block of Windsor Dr",0,4,0,0,0,N/A
3026772,"September 14, 2024",Alabama,Selma,"201 N Race St",0,4,0,0,0,N/A
3024100,"September 14, 2024",Kentucky,Louisville,"521 N 22nd St",0,4,0,0,0,N/A
3024007,"September 14, 2024",Texas,Houston,"4901 Laura Koppe Rd",3,8,0,0,3,N/A
3034497,"September 14, 2024",Louisiana,Monroe,N/A,0,6,0,0,0,N/A
3024089,"September 13, 2024",Tennessee,Antioch,"223 Bart Dr",3,1,0,0,0,N/A
3022787,"September 12, 2024",Virginia,Suffolk,"822 E Washington St",2,3,0,0,0,N/A
3017817,"September 7, 2024",Kentucky,"East Bernstadt","I-75 and KY-909",0,5,1,0,0,N/A
3018370,"September 7, 2024",Florida,"Opa Locka","15600 NW 42nd Ave",0,5,0,0,0,N/A
3018252,"September 7, 2024",Pennsylvania,"Ellwood City","183 Portersville Rd",1,4,0,0,1,N/A
3017295,"September 6, 2024","District of Columbia",Washington,"900 block of Varney St SE",0,5,0,0,0,N/A
3014703,"September 4, 2024",Georgia,Winder,"940 Haymon Morris Rd",4,7,0,0,1,N/A
3012631,"September 2, 2024",Illinois,"Forest Park","711 Desplaines Ave",4,0,0,0,1,N/A
3012888,"September 2, 2024","New York",Brooklyn,"Eastern Pkwy and Classon Ave",1,4,0,0,0,N/A
3013319,"September 2, 2024",Alabama,Bessemer,"200 Fourth Ave N",0,4,0,0,0,N/A
3013744,"September 2, 2024",Washington,"Federal Way","I-5 and S 320th St",0,5,0,0,1,N/A
3020008,"September 2, 2024","New Jersey",Newark,"500 block of Clinton Ave",0,4,0,0,0,N/A
3012738,"September 2, 2024",Tennessee,Antioch,"825 Hamilton Crossings",0,6,0,0,1,N/A
3012204,"September 1, 2024",Ohio,Dayton,"1100 block of Gettysburg Ave",0,5,0,0,0,N/A
3012525,"September 1, 2024",Ohio,Cleveland,"14800 block of Lawndale Ave",0,4,0,0,1,N/A
3012688,"September 1, 2024",Delaware,Milford,"200 block of North St",0,4,0,0,0,N/A
3011930,"August 31, 2024",Hawaii,Waianae,"85-1300 Waianae Valley Rd",3,2,1,0,0,N/A
3011296,"August 30, 2024",Ohio,Euclid,"Nicholas Ave and E 222nd St",1,4,0,0,1,N/A
3010531,"August 30, 2024",Minnesota,Burnsville,"12100 River Hills Dr",0,5,0,0,0,N/A
3009565,"August 29, 2024",Texas,Dallas,"907 E Ledbetter Dr",1,3,1,0,0,N/A
3009463,"August 29, 2024",California,Tulare,"Martin Luther King Jr Ave and S St",0,4,0,0,0,N/A
3007365,"August 27, 2024",Pennsylvania,Philadelphia,"G St and Allegheny Ave",0,4,0,0,0,N/A
3005280,"August 25, 2024","New York",Syosset,"76 Wyoming Ct",4,0,1,0,0,N/A
3006116,"August 25, 2024",Georgia,"Warner Robins","308 Shirley Dr",0,4,0,0,0,N/A
3005079,"August 25, 2024",Alabama,Mobile,"Paper Mill Rd and Mckinley St",0,6,0,0,0,N/A
3005802,"August 25, 2024",Pennsylvania,Allentown,"112 N 7th St",0,6,0,0,2,N/A
3005251,"August 25, 2024",Texas,Lubbock,"9200 block of US-87 Frontage Rd",1,5,0,0,5,N/A
3005607,"August 25, 2024","South Dakota","Sioux Falls","1301 S Marion Rd",1,3,0,0,2,N/A
3005346,"August 24, 2024",Pennsylvania,Chester,"Butler St and Concord Ave",1,3,0,0,0,N/A
3005100,"August 24, 2024",Georgia,Dalton,"1800 Pleasant Grove Dr NE",4,0,0,0,2,N/A
3003576,"August 22, 2024",Texas,Houston,"2266 Collier St",0,4,0,0,1,N/A
3002869,"August 22, 2024",Wisconsin,Milwaukee,"4001 W North Ave",1,3,0,0,1,N/A
3002622,"August 21, 2024",Pennsylvania,Philadelphia,"4000 block of Lancaster Ave",0,4,0,0,0,N/A
3001529,"August 20, 2024",Mississippi,Jackson,"300 block of Maple St",0,6,0,0,0,N/A
3001570,"August 20, 2024",Washington,Everett,"805 W Casino Rd",0,4,0,0,0,N/A
3000990,"August 20, 2024",Illinois,Chicago,"51st St and Ashland Ave",1,5,0,0,0,N/A
2998510,"August 18, 2024",Minnesota,Minneapolis,"1200 block of W Broadway Ave",0,4,0,0,0,N/A
2998845,"August 18, 2024",Maryland,Baltimore,"1300 block of N Spring St",1,7,0,0,1,N/A
2998743,"August 18, 2024",Massachusetts,Boston,"1 Franklin Park Rd",0,5,0,0,0,N/A
2999346,"August 18, 2024",Oklahoma,"Oklahoma City","Oklahoma Ave and E Sheridan Ave",0,4,0,1,1,N/A
2997932,"August 17, 2024",California,Oakland,"1618 83rd Ave",2,2,0,0,1,N/A
2997679,"August 17, 2024",Mississippi,Jackson,"208 W Capitol St",1,5,0,0,1,N/A
2997856,"August 16, 2024",Tennessee,Memphis,"2166 Central Ave",0,4,0,0,1,N/A
2995981,"August 14, 2024",Colorado,"Colorado Springs","332 Ellers Grove",1,3,0,0,0,N/A
2994803,"August 14, 2024",Virginia,Petersburg,"200 block of Boisseau St",0,4,0,0,2,N/A
2993727,"August 13, 2024",Massachusetts,Lawrence,"91 Bennington St",1,3,0,0,0,N/A
2992918,"August 12, 2024",Illinois,Chicago,"750 S Clinton St",0,4,0,0,0,N/A
2992225,"August 11, 2024","North Carolina",Sharpsburg,"141 Weavers Cir",2,2,1,0,0,N/A
2993537,"August 10, 2024",Ohio,Cleveland,"4071 Lee Rd",0,4,0,0,0,N/A
2992571,"August 10, 2024",Florida,Jacksonville,"3100 N Main St",0,6,0,0,0,N/A
2992248,"August 10, 2024",Georgia,Atlanta,"540 Windsor St SW",0,5,0,0,0,N/A
2991694,"August 9, 2024","North Carolina",Charlotte,"7837 Nations Ford Rd",0,4,0,0,0,N/A
2991600,"August 9, 2024",Texas,Dallas,"4000 block of Cedarview Rd",0,4,0,0,0,N/A
2990695,"August 9, 2024",Kentucky,Lexington,"701 National Ave",1,5,0,0,0,N/A
2990446,"August 8, 2024",Alabama,Birmingham,"1600 block of Dennison Ave",2,2,0,0,1,N/A
2989678,"August 7, 2024","New York",Bronx,"E 190th St and Morris Ave",0,6,0,0,0,N/A
2988723,"August 6, 2024","West Virginia","Hedgesville (Cherry Run)","Householder Rd",0,4,0,0,1,N/A
2987351,"August 5, 2024",Missouri,"Kansas City","Prospect Ave and E 70th St",1,5,0,0,1,N/A
2987657,"August 5, 2024",Washington,Seattle,"Broadway and E Pike St",0,4,0,0,0,N/A
2986864,"August 4, 2024",Tennessee,Memphis,"5560 Shelby Oaks Dr",0,4,0,0,2,N/A
2988109,"August 4, 2024",Mississippi,Vicksburg,"118 Abraham Dr",1,3,0,0,1,N/A
2986409,"August 4, 2024",California,Oakland,"Fruitvale Ave and MacArthur Blvd",0,5,0,0,0,N/A
2986309,"August 4, 2024",Illinois,Chicago,"2100 block of S Canal St",1,3,0,0,0,N/A
2986352,"August 4, 2024",Illinois,Chicago,"5100 block of S Calumet Ave",0,5,0,0,0,N/A
2986327,"August 4, 2024",Oklahoma,Tulsa,"2605 MLK Jr Blvd",0,8,0,0,0,N/A
2986196,"August 3, 2024","District of Columbia",Washington,"22 M St NE",2,2,0,0,0,N/A
2986051,"August 3, 2024",Wisconsin,Milwaukee,"3853 N Richards St",0,5,0,0,0,N/A
2984628,"August 1, 2024",Colorado,Aurora,"1472 Ironton St",1,3,0,0,0,N/A
2983770,"July 30, 2024",Georgia,Fairburn,"2275 GA-138",1,3,0,0,2,N/A
2981150,"July 28, 2024",Wisconsin,Milwaukee,"9200 block of W Silver Spring Dr",0,5,0,0,0,N/A
2981386,"July 28, 2024",Florida,Pensacola,"6405 Wagner Rd",2,5,0,0,0,N/A
2980988,"July 28, 2024",Indiana,"South Bend","1300 block of Bissell St",0,4,0,0,4,N/A
2981004,"July 28, 2024",Illinois,Champaign,"2000 block of Cynthia Dr",2,2,0,0,1,N/A
2981511,"July 28, 2024",Missouri,"Saint Louis","3505 Gravois Ave",1,3,0,0,2,N/A
2982349,"July 28, 2024",Washington,Auburn,"2900 block of M St SE",0,4,0,0,0,N/A
2981325,"July 28, 2024",California,"Los Angeles","E 51st St and Avalon Blvd",0,4,0,0,0,N/A
2981128,"July 28, 2024","New York",Rochester,"Bridge View Dr",2,5,0,0,1,N/A
2980166,"July 27, 2024",Texas,Dallas,"6008 S R L Thornton Fwy",1,4,0,0,1,N/A
2980200,"July 26, 2024",Illinois,Kankakee,"700 block of N Hobbie Ave",0,6,0,0,0,N/A
2978744,"July 25, 2024",Louisiana,Jeanerette,"2519 Martin Luther King Dr",1,4,0,1,1,N/A
2977073,"July 23, 2024","South Carolina",Burton,"County Shed Rd and Jennings Rd",0,4,0,0,0,N/A
2974973,"July 22, 2024",Wisconsin,Milwaukee,"6901 W Vienna Ave",1,8,0,0,1,N/A
2974593,"July 21, 2024",Mississippi,Indianola,"200 Church Ave",1,15,2,0,0,N/A
2974777,"July 21, 2024",Indiana,Anderson,"2200 block of Arrow Ave",0,7,0,1,6,N/A
2974135,"July 21, 2024",Pennsylvania,Philadelphia,"2100 block of N Alden St",3,5,0,1,1,N/A
2974697,"July 21, 2024",Mississippi,Jackson,"2899 McDowell Rd Ext",2,4,0,0,0,N/A
2973281,"July 20, 2024",California,Vista,"Civic Center Dr",1,3,0,0,1,N/A
2972255,"July 18, 2024",Alabama,"West Blocton","1073 Greentree Dr",5,0,0,0,1,N/A
2971655,"July 18, 2024","District of Columbia",Washington,"22nd St SE and Alabama Ave SE",2,2,0,0,1,N/A
2971382,"July 18, 2024",California,"Los Angeles","Wilshire Blvd and S Alvarado St",0,4,0,0,3,N/A
2969835,"July 15, 2024",Minnesota,Minneapolis,"16th Ave S and E Franklin Ave",1,5,0,0,0,N/A
2969569,"July 15, 2024",Texas,Orange,"200 block of Morrell Blvd",0,4,0,0,0,N/A
2968565,"July 14, 2024",Indiana,Indianapolis,"3340 Teakwood Dr",0,5,0,0,0,N/A
2967936,"July 14, 2024",Illinois,Chicago,"9500 block of S Merrill Ave",0,4,0,0,0,N/A
2967459,"July 13, 2024",Pennsylvania,Butler,"625 Evans City Rd",1,3,1,0,0,N/A
2968616,"July 13, 2024",Connecticut,"New Haven","Ivy St and Shelton Ave",0,4,0,0,0,N/A
2967889,"July 13, 2024",Alabama,Birmingham,"3427 27th St N",4,10,0,0,2,N/A
2967464,"July 12, 2024",Kentucky,Louisville,"900 block of Esquire Alley",0,5,0,0,0,N/A
2967371,"July 12, 2024",Kansas,Wichita,"4800 block of S Gordon St",1,4,0,0,0,N/A
2966300,"July 12, 2024",Illinois,Chicago,"1300 block of S Lawndale Ave",0,5,0,0,0,N/A
2965650,"July 11, 2024",Kansas,Wichita,"2300 block of E Murdock St",0,4,0,0,1,N/A
2965394,"July 10, 2024",California,Alameda,"417 Kitty Hawk Rd",5,0,0,0,1,N/A
2965207,"July 10, 2024",Massachusetts,Boston,"10 Greenwood St",0,5,0,0,2,N/A
2963309,"July 8, 2024","District of Columbia",Washington,"1200 block of Potomac Ave SE",0,4,0,0,0,N/A
2963285,"July 8, 2024","North Carolina",Charlotte,"1523 Parker Dr",1,3,0,0,0,N/A
2962488,"July 8, 2024",Massachusetts,"New Bedford","Russell St and Acushnet Ave",0,6,0,0,0,N/A
2963980,"July 8, 2024",Florida,"Fort Lauderdale","700 block of NW 10th Terrace",2,3,0,0,0,N/A
2961716,"July 7, 2024",Michigan,Detroit,"Reno St and Rossini Dr",2,19,0,1,1,N/A
2963018,"July 7, 2024","North Carolina",Roper,"12256 NC-32",1,3,0,0,0,N/A
2962371,"July 6, 2024",Ohio,Akron,"800 block of Morningview Ave",0,4,0,0,1,N/A
2961005,"July 6, 2024",Wisconsin,Milwaukee,"Doctor Martin Luther King Jr Dr and 6th St",0,4,0,0,0,N/A
2960811,"July 6, 2024",Kentucky,Florence,"2673 Ridgecrest Dr",4,3,1,0,0,N/A
2967044,"July 5, 2024",Mississippi,Clarksdale,"300 block of Madison Ave",1,3,0,0,0,N/A
2960205,"July 5, 2024","New York",Poughkeepsie,"380 Main St",0,4,0,0,3,N/A
2960079,"July 5, 2024",Georgia,Albany,"312 Thornton Dr",1,3,0,0,2,N/A
2960126,"July 5, 2024",Michigan,Pontiac,"300 block of S Jessie St",0,5,0,0,0,N/A
2959241,"July 5, 2024",Illinois,Chicago,"1300 block of W Hastings St",0,8,0,0,0,N/A
2959290,"July 5, 2024",Illinois,Chicago,"100 block of S Menard Ave",1,6,0,0,0,N/A
2959377,"July 5, 2024","New York",Albany,"Myrtle Ave and Quail St",0,6,0,0,0,N/A
2959329,"July 5, 2024",Florida,Tampa,"10924 N Nebraska Ave",0,4,0,0,1,N/A
2958345,"July 4, 2024",Illinois,Chicago,"7100 block of S Woodlawn Ave",3,2,0,0,0,N/A
2960159,"July 4, 2024",Tennessee,Nashville,"200 1st Ave S",0,4,0,0,0,N/A
2960026,"July 4, 2024",Texas,"Fort Worth","3700 block of Castleman St",2,2,0,0,1,N/A
2959184,"July 4, 2024",Pennsylvania,Philadelphia,"1900 block of Salford St",1,8,0,0,0,N/A
2960055,"July 4, 2024",Texas,"Fort Worth","7524 W Cleburne Rd",3,2,0,1,1,N/A
2959943,"July 4, 2024",Missouri,"Saint Louis","8th St and Pine St",0,7,0,0,0,N/A
2959928,"July 4, 2024",Missouri,"Saint Louis (Spanish Lake)","1200 block of Lakeview Ave",1,5,0,0,0,N/A
2959734,"July 4, 2024",Mississippi,"Ocean Springs","Cumberland Rd",0,16,0,0,1,N/A
2956748,"July 1, 2024",Pennsylvania,Philadelphia,"2700 Dickinson St",1,3,0,1,1,N/A
2955181,"July 1, 2024",Missouri,Charleston,"700 South St",0,5,0,0,1,N/A
2954458,"June 29, 2024",Georgia,Sylvania,"Lawton Pl Dr",0,6,0,0,0,N/A
2952812,"June 28, 2024","New York","Niagara Falls","11th St and La Salle Ave",0,4,0,0,0,N/A
2952577,"June 28, 2024",Texas,"Corpus Christi","2600 block of Buford St",2,3,0,0,0,N/A
2953462,"June 28, 2024",Nebraska,Crete,"1200 block of Crestline Dr",0,7,1,0,0,N/A
2951432,"June 26, 2024",California,Lancaster,"800 block of E Ave J-12",2,5,0,0,2,N/A
2950871,"June 26, 2024",Wisconsin,Milwaukee,"5912 W Oklahoma Ave",0,4,0,0,2,N/A
2949852,"June 24, 2024",Nevada,"North Las Vegas","370 Casa Norte Dr",5,1,1,0,0,N/A
2948840,"June 24, 2024",Ohio,Dayton,"1530 Home Ave",2,5,0,0,0,N/A
2950074,"June 24, 2024",Ohio,Dayton,"4900 block of Genesee Ave",0,4,1,0,0,N/A
2949287,"June 24, 2024",Pennsylvania,York,"600 block of W Market St",0,4,0,0,0,N/A
2947726,"June 23, 2024",Ohio,Columbus,"1100 block of N High St",0,10,0,0,0,N/A
2948227,"June 23, 2024",California,Vallejo,"Spring Rd and Monterey St",1,3,0,0,0,N/A
2947774,"June 23, 2024",Florida,Tampa,"11606 McKinley Dr",1,3,0,0,5,N/A
2948042,"June 23, 2024","North Carolina","Winston Salem (Winston-salem)","2915 Starlight Dr",1,3,0,1,1,N/A
2947750,"June 23, 2024","New York",Rochester,"353 Court St",0,6,0,0,1,N/A
2947743,"June 23, 2024",Missouri,"Saint Louis","N 11th St and Market St",1,5,0,0,1,N/A
2948220,"June 23, 2024","New Jersey",Trenton,"101 Walnut Ave",1,3,0,0,1,N/A
2947849,"June 23, 2024",Alabama,Montgomery,"N Pass Rd and Coliseum Blvd",0,9,0,0,0,N/A
2947249,"June 22, 2024",Mississippi,Canton,"Hickory St",1,5,0,0,1,N/A
2947842,"June 22, 2024",Virginia,"Glen Allen","11690 Old Washington Hwy",0,6,0,0,0,N/A
2946903,"June 22, 2024",Kentucky,Louisville,"2523 West Broadway",1,7,0,0,0,N/A
2947288,"June 21, 2024",Mississippi,Meridian,"500 block of 53rd Ave",1,3,0,0,1,N/A
2945819,"June 21, 2024",Arkansas,Fordyce,"920 W 4th St",4,9,0,1,1,N/A
2946833,"June 21, 2024","District of Columbia",Washington,"14th Pl and Savannah St SE",0,4,0,0,0,N/A
2944778,"June 19, 2024",California,Oakland,"400 block of Grand Ave",0,13,0,1,1,N/A
2944267,"June 19, 2024",Pennsylvania,Philadelphia,"2800 block of N Bambrey St",0,7,0,0,2,N/A
2943875,"June 18, 2024",California,Richmond,"700 Pennsylvania Ave",2,2,0,0,0,N/A
2943300,"June 17, 2024",Georgia,Macon,"3700 block of Napier Ave",1,3,0,0,0,N/A
2941749,"June 17, 2024",Illinois,Chicago,"6000 block of S Winchester Ave",0,7,0,0,0,N/A
2941737,"June 17, 2024",Illinois,Chicago,"900 block of N Pulaski Rd",0,5,0,0,0,N/A
2940961,"June 16, 2024",Arkansas,"Pine Bluff","200 Lake Saracen Dr",1,3,0,0,0,N/A
2941065,"June 16, 2024",Massachusetts,Methuen,"100 Lindberg Ave",0,7,0,0,0,N/A
2941392,"June 16, 2024",Indiana,"South Bend","1623 Lincoln Way W",0,4,0,0,0,N/A
2940418,"June 15, 2024",Ohio,Cincinnati,"6300 Bramble Ave",0,5,0,0,0,N/A
2940302,"June 15, 2024",Michigan,"Rochester (Rochester Hills)","1585 E Auburn Rd",0,9,1,0,0,N/A
2940337,"June 15, 2024",Michigan,Southfield,"17587 Margate Ave",0,6,0,0,0,N/A
2940762,"June 15, 2024",Michigan,Detroit,"17800 block of Albion Ave",1,4,0,0,0,N/A
2940598,"June 15, 2024",Texas,"Round Rock","1371 Harrell Pkwy",2,14,0,0,7,N/A
2940313,"June 15, 2024",Alabama,Tuskegee,"207 E Martin Luther King Hwy",1,3,0,0,0,N/A
2939783,"June 14, 2024","West Virginia",Princeton,"347 Meadowfield Ln",0,5,0,0,1,N/A
2940564,"June 14, 2024",Pennsylvania,Philadelphia,"3301 W York St",1,4,0,0,1,N/A
2939734,"June 14, 2024",Florida,"Fort Lauderdale","2300 block of NW Eighth St",1,4,0,0,0,N/A
2939289,"June 14, 2024",Illinois,Chicago,"9100 block of S Harper Ave",0,4,0,0,0,N/A
2939657,"June 14, 2024",Ohio,Columbus,"205 N 5th St",2,2,0,0,1,N/A
2939030,"June 13, 2024",Illinois,Chicago,"11910 S Michigan Ave",0,4,0,0,0,N/A
2943126,"June 12, 2024",Florida,Hudson,"Nottingham Trail",4,0,0,0,1,N/A
2937456,"June 11, 2024",Tennessee,Memphis,"I-240 and Poplar Ave",0,5,0,0,4,N/A
2935591,"June 9, 2024","District of Columbia",Washington,"2200 block of Minnesota Ave SE",0,6,0,0,0,N/A
2935280,"June 9, 2024",Nevada,Sparks,"300 block of Howard Dr",0,4,0,0,1,N/A
2935430,"June 9, 2024",Texas,Dallas,"Elm St and N Crowdus St",0,4,0,0,0,N/A
2935144,"June 9, 2024",Wisconsin,Madison,"433 W Johnson St",0,12,0,0,1,N/A
2936012,"June 9, 2024",Virginia,Richmond,"200 block of N 2nd St",0,4,0,0,0,N/A
2936435,"June 8, 2024",Alabama,Eufaula,"900 block of Jackson St",0,4,0,0,0,N/A
2934578,"June 8, 2024","South Dakota","Sioux Falls","5105 S Drexel Ave",3,2,0,0,1,N/A
2934537,"June 8, 2024","North Carolina",Charlotte,"616 N Tryon St",1,3,0,0,1,N/A
2934048,"June 7, 2024",Missouri,"Saint Louis (Jennings)","2600 block of Shannon Ave",1,4,0,0,0,N/A
2934417,"June 7, 2024","South Carolina",Seabrook,"Horace Dawson Ln",0,4,0,0,0,N/A
2934007,"June 7, 2024",California,Compton,"E Greenleaf Blvd and S Mayo Ave",1,5,0,0,0,N/A
2933578,"June 6, 2024",Missouri,"Kansas City","3200 block of Bellefontaine Ave",2,2,0,0,0,N/A
2930393,"June 3, 2024",Tennessee,Memphis,"3600 block of Powers Rd",0,4,0,0,0,N/A
2930818,"June 3, 2024",Virginia,Triangle,"3700 block of Masthead Trail",1,3,0,0,1,N/A
2931572,"June 3, 2024",Pennsylvania,Philadelphia,"N Philip St and W Westmoreland St",0,4,0,0,0,N/A
2928604,"June 2, 2024",Pennsylvania,Pittsburgh,"3534 Laketon Rd",2,7,0,0,1,N/A
2928765,"June 2, 2024",Florida,Pensacola,"Palafox St and W Intendencia St",0,4,0,0,1,N/A
2928754,"June 2, 2024",Virginia,"Newport News","26th St and Parish Ave",0,4,0,0,0,N/A
2929682,"June 2, 2024",Missouri,"Saint Louis","3775 Kossuth Ave",0,6,0,0,0,N/A
2928614,"June 2, 2024",Kentucky,Louisville,"7015 Raggard Rd",0,7,0,0,0,N/A
2928467,"June 2, 2024",Ohio,Akron,"Kelly Ave and 8th Ave",1,28,0,0,0,N/A
2929504,"June 1, 2024",Pennsylvania,Philadelphia,"900 block of S 58th St",1,3,0,0,0,N/A
2928378,"June 1, 2024",Michigan,Detroit,"W Grand Blvd and W Warren Ave",0,5,0,0,0,N/A
2928808,"June 1, 2024","South Carolina","Rock Hill","900 block of Southland Dr",2,2,0,0,1,N/A
2927825,"June 1, 2024",Arizona,Sacaton,"629 W Moffett Rd",2,4,0,2,2,N/A
2928214,"June 1, 2024",Ohio,Columbus,"500 block of N Ohio Ave",1,3,0,0,0,N/A
2925929,"May 30, 2024",Minnesota,Minneapolis,"2221 Blaisdell Ave",3,3,1,0,0,N/A
2926808,"May 30, 2024",Maryland,Elkridge,"6900 block of Norwood Ferry",3,1,1,0,0,N/A
2926373,"May 30, 2024",Georgia,Decatur,"2300 block of Greenway Dr",0,5,0,1,1,N/A
2927030,"May 30, 2024",Utah,"Salt Lake City (Murray)","W Fireclay Ave and Birkhill Blvd",1,4,0,0,1,N/A
2923547,"May 28, 2024",Connecticut,Waterbury,"50 Mitchell Ave",0,4,0,0,0,N/A
2938698,"May 27, 2024",Mississippi,"Port Gibson","Northside Dr",0,4,0,0,4,N/A
2922097,"May 27, 2024",Michigan,Lansing,"325 Riverfront Dr",1,6,0,0,0,N/A
2923055,"May 27, 2024",California,Sacramento,"2701 Meadowview Rd",0,4,0,1,3,N/A
2923261,"May 27, 2024",Virginia,Richmond,"1900 block of Raven Ct",2,2,0,0,0,N/A
2921217,"May 26, 2024",Illinois,Chicago,"1300 block of S Christiana Ave",1,3,0,0,0,N/A
2921717,"May 26, 2024",Ohio,Cleveland,"1437 St Clair Ave",2,2,0,0,3,N/A
2921394,"May 26, 2024",Missouri,"Kansas City","Westport Road and Broadway",0,5,1,0,0,N/A
2921251,"May 25, 2024",California,"San Fernando","925 Orange Grove Ave",0,5,0,0,1,N/A
2921097,"May 25, 2024",Minnesota,"Saint Paul (North Saint Paul)","2039 17th Ave E",0,4,0,0,0,N/A
2920512,"May 25, 2024",Florida,"Fort Pierce","1800 block of Ave G",0,5,0,0,0,N/A
2920544,"May 24, 2024",Illinois,"Pembroke Township","13100 E Central St",2,3,0,0,0,N/A
2919460,"May 23, 2024","New Jersey",Newark,"121 Shephard Ave",0,4,0,0,0,N/A
2917331,"May 22, 2024",Pennsylvania,Chester,"2626 W 4th St",2,3,0,0,1,N/A
2916464,"May 21, 2024",Illinois,Chicago,"1100 block of S Whipple St",0,4,0,0,0,N/A
2916825,"May 21, 2024",Pennsylvania,"Camp Hill","Chestnut St and S 15th St",1,3,1,0,2,N/A
2918843,"May 20, 2024",Michigan,Detroit,"17000 block of Ohio St",1,4,0,0,1,N/A
2913404,"May 18, 2024",Florida,Sarasota,"3474 17th St",1,4,0,1,1,N/A
2914188,"May 18, 2024",Missouri,"Saint Louis","3000 block of Olive St",1,3,0,0,2,N/A
2914713,"May 18, 2024","North Carolina",Reidsville,"8110 Cherry Grove Rd",2,2,1,0,0,N/A
2913782,"May 18, 2024",Georgia,Savannah,"W Congress Ln and Barnard St",0,9,0,2,7,N/A
2913794,"May 18, 2024",Illinois,Chicago,"700 block of S Albany Ave",0,6,0,0,0,N/A
2914190,"May 18, 2024",Missouri,Bridgeton,"MO-141 and Corporate Woods Dr",1,4,0,0,2,N/A
2913052,"May 18, 2024",Ohio,Columbus,"132 E 5th Ave",3,3,0,0,0,N/A
2908173,"May 12, 2024",Missouri,"Saint Louis","10000 block of Toelle Ln",1,3,0,0,0,N/A
2907387,"May 12, 2024",Florida,Tallahassee,"1147 Apalachee Pkwy",2,2,0,0,0,N/A
2916101,"May 12, 2024",Alabama,Montgomery,"2400 block of Eastern Blvd",0,6,0,0,0,N/A
2907162,"May 12, 2024",Georgia,Atlanta,"2110 Peachtree Rd NW",2,4,0,0,1,N/A
2907598,"May 12, 2024",Massachusetts,Northborough,"333 Howard St",1,4,0,0,3,N/A
2906715,"May 11, 2024",Kentucky,Louisville,"282 Evangeline Ave",2,2,0,0,0,N/A
2907355,"May 11, 2024",Alabama,Stockton,"9400 block of Bryants Landing Rd",3,15,0,0,3,N/A
2904508,"May 8, 2024",Texas,"San Antonio","6708 Windsor Hollow Dr",1,4,0,0,1,N/A
2904816,"May 8, 2024","North Carolina",Durham,"311 S Lasalle St",1,3,0,0,2,N/A
2902327,"May 6, 2024",Indiana,"Fort Wayne","Hanna St and E Rudisill Blvd",0,4,0,0,1,N/A
2900406,"May 5, 2024",Alabama,Birmingham,"800 3rd Ave W",1,6,0,0,2,N/A
